ID,Event Type,X,Y,Selector,Content,Timestamp,Created At
315036,mousemove,535,456,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:20 UTC,2026-03-21 08:13:21 UTC
315037,mousemove,529,456,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:21 UTC,2026-03-21 08:13:21 UTC
315038,mousemove,524,465,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315039,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315040,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315041,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315042,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315043,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315044,mousemove,1051,466,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container > input.native-slider,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315045,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315046,slider,,,.native-slider-12,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315047,mousemove,1172,467,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:13:23 UTC,2026-03-21 08:13:23 UTC
315048,mousemove,865,531,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:13:24 UTC,2026-03-21 08:13:24 UTC
315049,mousemove,976,510,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:13:24 UTC,2026-03-21 08:13:24 UTC
315050,scroll,,,,,2026-03-21 08:13:24 UTC,2026-03-21 08:13:24 UTC
315051,scroll,,,,,2026-03-21 08:13:24 UTC,2026-03-21 08:13:24 UTC
315052,mousemove,962,510,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > label.question-label,,2026-03-21 08:13:25 UTC,2026-03-21 08:13:25 UTC
315053,scroll,,,,,2026-03-21 08:13:25 UTC,2026-03-21 08:13:25 UTC
315054,mousemove,926,470,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:13:25 UTC,2026-03-21 08:13:25 UTC
315055,scroll,,,,,2026-03-21 08:13:25 UTC,2026-03-21 08:13:25 UTC
315056,mousemove,922,446,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper,,2026-03-21 08:13:25 UTC,2026-03-21 08:13:25 UTC
315057,mousemove,947,469,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-input-container.disabled > input.native-slider,,2026-03-21 08:13:26 UTC,2026-03-21 08:13:26 UTC
315058,click,859,643,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.submit-row > button.submit-btn,,2026-03-21 08:13:26 UTC,2026-03-21 08:13:26 UTC
315059,mousemove,859,644,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.submit-row > button.submit-btn,,2026-03-21 08:13:27 UTC,2026-03-21 08:13:27 UTC
315060,mousemove,640,389,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:13:27 UTC,2026-03-21 08:13:27 UTC
315061,mousemove,955,322,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section > div.slider-container > div.slider-bar-wrapper > div.slider-labels,,2026-03-21 08:13:27 UTC,2026-03-21 08:13:27 UTC
315062,mousemove,1020,338,#app > div.survey-wrapper > div.behavior-tracker-root > div.survey-page > main.survey-body > div.survey-section,,2026-03-21 08:13:28 UTC,2026-03-21 08:13:28 UTC
315063,mousemove,762,739,#app > div.survey-wrapper,,2026-03-21 08:13:28 UTC,2026-03-21 08:13:28 UTC
